date,ret_eom,permno,shrcd,exchcd,mspread,year,month,size_port,rf,stock_exret,stock_ticker,cusip,comp_name,eps_medest,eps_meanest,eps_stdevest,eps_actual,prc,market_equity,div12m_me,chcsho_12m,eqnpo_12m,ret_1_0,ret_3_1,ret_6_1,ret_9_1,ret_12_1,ret_12_7,ret_60_12,seas_1_1an,seas_1_1na,seas_2_5an,seas_2_5na,at_gr1,sale_gr1,capx_gr1,inv_gr1,debt_gr3,sale_gr3,capx_gr3,inv_gr1a,lti_gr1a,sti_gr1a,coa_gr1a,col_gr1a,cowc_gr1a,ncoa_gr1a,ncol_gr1a,nncoa_gr1a,fnl_gr1a,nfna_gr1a,tax_gr1a,be_gr1a,ebit_sale,gp_at,cop_at,ope_be,ni_be,ebit_bev,netis_at,eqnetis_at,dbnetis_at,oaccruals_at,oaccruals_ni,taccruals_at,taccruals_ni,noa_at,opex_at,at_turnover,sale_bev,rd_sale,cash_at,sale_emp_gr1,emp_gr1,ni_inc8q,noa_gr1a,ppeinv_gr1a,lnoa_gr1a,capx_gr2,saleq_gr1,niq_be,niq_at,niq_be_chg1,niq_at_chg1,rd5_at,dsale_dinv,dsale_drec,dgp_dsale,dsale_dsga,saleq_su,niq_su,capex_abn,op_atl1,gp_atl1,ope_bel1,cop_atl1,pi_nix,ocf_at,op_at,ocf_at_chg1,at_be,ocfq_saleq_std,tangibility,earnings_variability,aliq_at,f_score,o_score,z_score,intrinsic_value,kz_index,ni_ar1,ni_ivol,at_me,be_me,debt_me,netdebt_me,sale_me,ni_me,ocf_me,fcf_me,eqpo_me,eqnpo_me,rd_me,bev_mev,ebitda_mev,aliq_mat,eq_dur,beta_60m,resff3_12_1,resff3_6_1,mispricing_mgmt,mispricing_perf,ivol_capm_21d,iskew_capm_21d,coskew_21d,beta_dimson_21d,ivol_ff3_21d,iskew_ff3_21d,ivol_hxz4_21d,iskew_hxz4_21d,rmax5_21d,rmax1_21d,rvol_21d,rskew_21d,zero_trades_21d,dolvol_126d,dolvol_var_126d,turnover_126d,turnover_var_126d,zero_trades_126d,zero_trades_252d,ami_126d,ivol_capm_252d,prc_highprc_252d,betadown_252d,bidaskhl_21d,corr_1260d,betabab_1260d,rmax5_rvol_21d,age,qmj,qmj_prof,qmj_growth,qmj_safety
20000131,20000131,10078,11,3,0.01717829,2000,1,B,0.0041,0.010427845,SUNW,86681010,SUN MICROSYSTEMS,0.44,0.44,0.02,0.52,77.4375,120888.1459,0,0.01300793,-0.012924042,0.171077505,0.42204301,0.920145185,1.114942515,2.08905113,0.395620462,8.647887104,0.305109501,0.104493387,0.092239621,0.052555508,0.474393379,0.197680383,-0.110144879,-0.111339141,-0.98709637,0.652813045,1.498687584,-0.004580925,0,0.13062328,0.071520288,0.136529803,-0.065009515,0.087937535,0.036463084,0.051474451,-0.005406306,0.136029586,0.019126398,0.154168377,0.140066809,0.796271106,0.6102062,0.471496203,0.214335236,0.76451504,-0.013736005,-0.011892496,-0.00184351,-0.176420534,-1.440389825,-0.040390948,-0.329772896,0.376177846,1.123098654,1.659607029,5.458217025,0.117958551,0.316501139,0.060572191,0.121428571,8,-0.019956008,0.100777579,,0.333362815,0.227780005,0.089617528,0.052643704,0.00493758,-0.000145904,0.36300834,0.49038126,-0.026887283,0.044896713,0.011581874,2.18249779,1.656420529,-0.009971613,0.639570714,1.174016847,0.64569613,0.899683982,1.556904941,0.298901637,0.433785666,0.031611246,1.749945343,0.064319945,0.713125779,0.329443259,1.121599844,5,-5.966979431,12.31669052,11067.76403,-2.042886692,0.362354384,0.018258468,0.069654075,0.039803572,1.36159e-05,-0.022031978,0.097001215,0.008531308,0.020819717,0.014709052,0.002965005,0.000828361,0.011442123,0.018171958,0.019195737,0.182048878,18.97906621,1.430315674,0.329297131,0.395257082,0.473306627,0.953437979,0.02778433,1.51613007,-0.28947165,2.75991017,0.02499082,0.63035718,0.02558545,1.11648652,0.0473105,0.0889371,0.0305219,0.44957405,0.00236323,520672475.3,0.52500976,0.00663712,0.41388077,0.00168151,0.00117863,5.077e-05,0.02630039,0.94580153,2.21903658,0.01263521,0.5046876,1.581539974,1.373223758,180,1.700938742,1.711755969,1.476409611,1.087626126
20000131,20000131,10104,11,3,0.01972024,2000,1,B,0.0041,-0.112577414,ORCL,68389X10,ORACLE CORP,0.07,0.07,0,0.085,112.0625,159540.2435,0,-0.011042202,0.011103592,0.652534545,0.490384623,0.826599331,1.571090044,1.358695613,-0.136956538,2.298512847,0.284057975,0.13732972,0.016500965,0.03561239,0.156011908,0.204476601,-0.076735074,,44.78610108,1.012217415,-0.072655989,0,0.008683058,0.018118081,0.035619059,0.047812422,-0.012193363,0.035524673,0.023938509,0.011586165,-0.0005195,0.0005195,0.026772506,0.085319799,0.214165291,0.955174021,0.566648413,0.572631902,0.363982592,1.791972575,-0.184862782,-0.184343281,-0.0005195,-0.081185987,-0.401170266,-0.080666486,-0.398603221,0.190304672,1.027195949,1.477102261,8.367240876,0.098174719,0.41367745,0.038220347,0.173643334,5,-0.000701928,0.045214034,,-0.174249635,0.134586733,0.061792348,0.032609819,-0.003789505,-0.000901374,0.336343821,,0.062489662,-0.071290908,0.122544103,-1.964541191,-0.19605427,-0.434322426,0.561200345,1.104192542,0.737818884,0.655052313,1.536836121,0.283558878,0.485462426,-0.026608824,1.798573858,0.104945589,0.746287672,0.998721761,0.907900482,6,-6.077840591,8.968427706,14960.42038,-2.926648,-0.309341882,0.018085132,0.041239745,0.022929136,0.001907895,-0.015152058,0.056804846,0.008345807,0.011693896,0.009730974,0.009939712,0.00760227,0.0055768,0.006893407,0.014665764,0.117485553,19.06934857,1.774466456,-0.000353266,-0.911064808,0.661981281,0.937690201,0.04600773,1.43446272,-0.35210122,4.85203465,0.04551457,1.05954466,0.04293961,0.36994213,0.09272304,0.17465475,0.049724,1.15072018,0.00308968,355671981,0.69082642,0.00456038,0.5372032,0.00275007,0.00203288,8.298e-05,0.04017056,1,1.4373296,0.01663358,0.47387238,1.941648107,2.058352728,180,0.828930239,1.717669699,-0.603530837,0.608215495
20000131,20000131,10107,11,3,0.01136864,2000,1,B,0.0041,-0.165770238,MSFT,59491810,MICROSOFT CP,0.22,0.2,0.01,0.215,116.75,602432.9188,0,0.044539474,-0.043576117,0.282306492,0.005348515,0.009528759,0.01586471,0.3129788,0.163587185,8.075664683,0.261829644,0.033247798,0.103562427,0.046270065,0.661940332,0.363366473,-0.111280488,,,1.277361319,0.180161943,0,0.274787383,0.058483152,0.027855528,0.080417698,-0.05256217,0.006593821,0,0.006593821,0,0.333270535,0.039805146,0.317875982,0.508583582,0.468726451,0.423646248,0.383349115,0.283523928,0.896536333,0.040558725,0.040558725,0,-0.060420928,-0.28837508,0.272849607,1.302247913,0.044370891,0.248169878,0.663619713,1.762810213,0.150402593,0.463882011,0.174859216,0.14853467,8,-0.076396654,0.020754126,0.012451061,0.168336673,0.442803504,0.088998464,0.065611871,-0.010081559,-0.003817651,0.184933793,,-0.31187665,-0.103141014,0.328983542,2.722637375,1.10017295,-0.394169368,0.603658809,0.778995393,0.672716815,0.704074786,1.527424534,0.269942943,0.36322532,-0.037790652,1.353193969,0.109810501,0.557708984,0.584902071,1.249955271,4,-8.360479392,34.26444466,100387.3899,-17.69147869,-0.228538513,0.015715736,0.061676577,0.045578519,0,-0.028610654,0.032778753,0.012922601,0.016649157,0.015681414,0.004943289,-0.002455045,0.00493001,0.019142274,0.017987108,0.08001088,18.76873911,1.256813374,-0.175146075,-0.82986053,0.459676162,0.868997093,0.02572994,1.79789239,0.06184961,-0.32453093,0.02439361,1.29278875,0.02193858,0.53635141,0.04554668,0.09879671,0.02647598,1.64463372,0.00525094,1340116836,0.52885185,0.00279722,0.50451445,0.00448649,0.00416116,1.266e-05,0.01867245,0.98006296,1.46688314,0.00385477,0.56317815,1.228124009,1.899772353,180,1.190961713,1.68218732,-0.583514674,1.336684492
20000131,20000131,10108,11,1,0.01059983,2000,1,B,0.0041,0.216952632,SDS,86736310,SUNGARD DATA SYS,0.18,0.17,0.01,0.185,23.75,3045.62875,0,0.217027779,-0.19641164,0.067415729,-0.154394304,-0.355072467,-0.443749999,-0.439370078,-0.118110231,3.123376625,-0.096062995,-0.03124992,-0.016507616,0.038288562,0.429205739,0.254207043,0.040688863,0.219719126,1.417345022,1.368668465,0.970064913,0.006221686,0,0.016335587,0.03807994,0.029694579,0.008385361,0.117501746,-1.79E-17,0.117501746,0.000628212,-0.000628212,0.023994413,0.269987883,0.181546907,0.593426008,0.49157435,0.33837466,0.059996175,0.357129316,0.02148455,0.028785835,-0.007301285,-0.127463605,-2.242832012,-0.128091817,-2.253885942,0.759323397,0.780549603,1.229784813,1.967146238,0.095236634,0.256567128,0.142133684,0.163265306,0,0.179918576,0.085809158,,0.369548138,0.067759017,0.039379836,0.028823371,-0.012335539,-0.007887912,0.257703142,0.126098401,0.065423382,0.088677147,-0.002489761,-3.427298427,0.048827189,-0.190005947,0.520389165,0.848127856,0.518797934,0.702560882,2.23915612,0.17404082,0.364110744,-0.012211715,1.288101387,0.05552663,0.586962054,1.80596072,0.994620666,6,-5.417021927,10.9375496,747.6914853,-4.563531867,-1.069374423,0.01725064,0.440077275,0.34164801,0.005070217,-0.107839145,0.459936228,0.020497574,0.07659141,0.054269911,0.00098469,-0.011683302,0.043802778,0.262070302,0.130507952,0.210034614,17.69239237,0.532576844,-0.418010435,-0.698454633,0.321289546,0.699886748,0.02502014,0.00669937,0.55150301,0.64367699,0.02539178,0.3270962,0.02577849,-0.10170833,0.03790497,0.0625,0.02569277,0.25011133,0.00323587,19137407.21,0.79428447,0.00663164,0.84159964,0.00168448,0.00199765,0.00163815,0.03151216,0.57228916,-0.28552411,0.01565785,0.32784064,0.952187777,1.187073435,180,1.332815392,1.453164693,0.210169715,1.130917387
20000131,20000131,10119,11,1,0.00348547,2000,1,B,0.0041,-0.036462461,TW,90130N10,21ST CENTURY,0.25,0.25,,0.08,19.3125,1676.363625,0.033324803,-0.009132212,0.044331415,0.005032258,7.01887e-10,0.056234236,0.212881899,-0.141632694,-0.202466516,1.289835366,-0.086253367,-0.003115316,0.061069212,0.017223322,0.019384475,0.000544577,0.726994445,,-0.485714286,-0.149572064,15.89390019,0,-0.011566978,-0.000665346,-0.007868841,1.44368e-05,-0.002715365,-0.017192717,-0.029477339,0.028162339,-0.180674791,0.180674791,-0.011012495,0.244711104,0.181239694,0.109748809,0.083299813,0.202768378,0.12370595,0.212840079,0.065230326,0.095348369,-0.030118043,0.026448996,0.416562134,0.207123787,3.26212487,-0.225787107,0.471888823,0.587220888,1.174356868,,0.078215888,-0.01679291,0.024822695,0,0.027347223,,,4.244806611,-0.027719118,0.042205511,0.021084997,-0.064998246,-0.006077054,,,0.09416884,-0.013366479,,-0.269408902,-0.74219834,2.65402503,0.111876232,0.111876232,0.387536854,0.084914536,1.497085393,0.037044523,0.109748809,-0.018442617,1.948324042,0.090610741,,0.632621504,0.575456486,5,-4.139413296,2.926037016,1054.08723,,0.462492883,0.04988206,0.891286937,0.457463398,0.053687636,-0.016025163,0.518406023,0.056590944,0.0330173,0.005757104,0.035319903,-0.051534762,,0.448627565,0.099410753,0.2724562,15.46816481,0.328201497,-0.233229455,0.814466548,0.687870646,0.588058879,0.00925809,0.44301431,0.56531616,-1.05026538,0.00963915,0.57708119,0.00912972,0.60682685,0.01242953,0.02631579,0.00938017,0.70243324,0.00893293,836786.5723,1.73984326,0.00050079,1.74153394,0.00909766,0.008861,0.02194013,0.0172273,0.824,0.21786738,0.00441127,0.28936805,0.457369869,0.715284803,228,0.78541684,-0.381166766,1.689625263,0.331899668
20000131,20000131,10126,11,1,0.0086897,2000,1,B,0.0041,-0.179610198,OV,68241910,ONE VALLEY BCP,0.63,0.62,0.01,0.61,30.625,1022.476875,0.033161727,-0.038254357,0.06820497,-0.08994475,-0.016304347,-0.088179709,-0.01327318,0.053959314,0.177247647,1.035827268,-0.041825093,0.002087224,-0.022948571,0.019983095,0.09922144,0.104792325,,-0.54894327,1.567592015,0.49105638,,-0.000157858,0.041325177,0.005380661,,,,,,,0.041814536,-0.041814536,0.00066534,-0.000743389,0.336189034,0.045928607,,,0.144484393,0.113569541,,,0.041814536,,,,,,0.050789427,0.083424926,0.33781453,,0.02606949,,,8,,,0.010111211,,0.080938323,0.035517028,0.003453177,0.002173393,0.000201728,,0.71667192,-0.096788542,0.015371638,-0.002574794,-1.447077373,0.076450385,,0.031734869,0.05048571,,,1.480976646,0.014738559,0.028870315,0.00080535,11.42261598,0.010700799,,0.682067216,,,,,719.5060694,-16.46713218,-0.090313896,0.000171927,6.114996977,0.535341203,1.066045626,0.906630773,0.487119085,0.077348449,0.090126244,,,,,0.756293246,0.092593643,,15.94387159,0.594480337,0.367490592,0.588833868,0.758681695,0.41224926,0.01697615,1.34581127,0.0743617,1.00831947,0.01672927,1.05107235,0.01785553,0.78105919,0.01867506,0.04423077,0.01744816,1.2439358,0.00830897,806143.5547,0.69555293,0.00067576,0.70928741,0.00864797,0.00783209,0.01713329,0.01374723,0.765625,0.44311155,0.00302484,0.36953071,0.48508313,1.294010276,216,0.54174181,0.315578126,-0.323304551,1.227120189
20000131,20000131,10137,11,1,0.00742926,2000,1,B,0.0041,0.014461484,AYE,01736110,ALLEGHENY ENERGY,0.61,0.62,0.04,0.66,26.9375,2974.86975,0.067116038,-0.098010389,0.160182335,-0.056293104,-0.090196076,-0.083314906,0.009674252,-0.124071004,0.025604272,1.00025145,-0.083333336,-0.007249395,0.027688746,0.015345477,-0.028424584,0.061098249,-0.188339595,0.052597633,0.123919268,0.11284601,-0.248427554,0.00126151,0.001764871,-4.99E-05,0.003343048,0.01593434,-0.012591292,-0.036010067,-0.035515957,-0.000494109,0.007970051,-0.006205181,0.001889081,-0.014132312,0.248290575,0.139378836,0.152464237,0.254500797,0.103495647,0.141256576,-0.023028567,0,0.020058589,-0.013085401,-0.295127107,-0.019290582,-0.435078262,0.667996151,0.260504598,0.394118237,0.568916385,,0.004415134,0.121155641,-0.030625697,2,-0.012713454,0.005077366,0.002301522,-0.176190351,0.025099976,0.022132107,0.010169602,0.005816861,0.001754824,,0.067656152,0.020520715,-0.034482474,,-0.477997339,0.270946693,-0.245840784,0.13541705,0.13541705,0.246633397,0.148130504,1.677002381,0.058937159,0.139378836,-0.018629926,2.257179486,0.017467056,0.744391087,0.120909951,0.508700025,5,-3.240129505,1.488405227,,0.23976044,1.077346318,0.002973492,2.21646141,0.981960639,0.897989231,0.888203257,0.8863262,0.101628651,0.130631938,0.125019255,0.073899706,0.073899706,,0.825080651,0.163609405,0.431745071,13.76465944,0.428750994,-0.093082567,0.52962249,0.715502811,0.532369866,0.01102197,0.58958395,0.07816212,0.5181224,0.01131204,0.4891872,0.0115534,0.6605432,0.01269214,0.02347418,0.01159577,0.32806385,0.00607536,8471276.563,0.96757482,0.00230652,0.91387334,0.00524043,0.00459563,0.00169305,0.01255135,0.77101968,0.07969,0.00492014,0.25521955,0.295642095,0.996606582,888,0.639211822,0.149993692,0.719276477,0.509340392
20000131,20000131,10138,11,3,0.01690391,2000,1,B,0.0041,0.04835347,TROW,74147710,PRICE T ROWE & A,0.22,0.22,0.01,0.275,36.9375,4457.543625,0.011611988,0.00116146,0.011497842,0.029652778,0.312072881,-0.058470175,0.053828653,0.060751608,0.131017907,3.80369039,0.067518249,0.009329412,-0.002197425,0.0405053,0.270965089,0.12546016,-0.029848913,,,0.842945293,0.649712794,0,0.033574971,0,0.013165709,0.023309956,-0.005856041,0.07750136,0.002113496,0.031307105,0.016301333,-0.016301333,0.015896351,0.151286224,0.353006629,0.433529037,0.509796884,0.550431831,0.273294257,0.816465344,-0.02916412,-0.02916412,0,-0.073975955,-0.34925468,-0.090277288,-0.426216399,0.253257015,0.6786193,1.148444004,2.193405828,,0.392586987,0.039620308,0.121212121,8,0.031388385,0.053935583,0.020937713,-0.0684673,0.105542286,0.081094185,0.062294059,-0.003052914,-0.002833434,,,0.054892482,0.061993955,,-1.362244352,-0.24189136,-0.214433543,0.534664361,0.534664361,0.693291453,0.628724265,1.774486888,0.285786875,0.433529037,-0.029209351,1.290274634,0.094152336,0.614881216,0.991239517,0.922405954,5,-8.971080924,22.99293577,2028.741962,-14.8198793,0.127476989,0.010613166,0.206622543,0.160138422,0.003368223,-0.077749099,0.211999271,0.043764911,0.059050011,0.044875388,0.018950347,0.015981896,,0.104801208,0.082763144,0.156228056,17.73032683,1.228726745,0.125736957,0.227054816,0.581242216,0.823906578,0.02499439,1.05790564,0.03972282,1.32913139,0.0246762,0.88807353,0.02542229,0.84818674,0.03765704,0.06143345,0.02669966,0.39429716,0.00742728,10607356.24,2.56899774,0.00269648,2.65217254,0.00463491,0.00491413,0.00326221,0.02845459,0.90366972,1.10113706,0.01153204,0.54353931,1.523012863,1.222404111,180,1.668738827,1.579503466,1.168334749,1.312633791
20000131,20000131,10145,11,1,0.00879572,2000,1,B,0.0041,-0.172030663,HON,43851610,HONEYWELL INTL,0.62,0.64,0.03,0.63,57.6875,45528.87869,0.008272662,0.40921882,-0.330419035,-0.038541667,0.003879041,-0.042277892,0.230254656,0.371210937,0.31953203,1.772476814,-0.119887166,0.040695689,0.038766084,0.022477305,0.013815932,0.269924413,-0.052325581,-0.02656704,0.140303843,0.328040494,-0.155440415,-0.004542551,0,-0.027634961,-0.003406913,-0.004329619,0.000922706,0.00858826,0,0.00858826,0.003548868,-0.003548868,0.015189155,0.02739726,0.131049966,0.396621478,0.215842146,0.52151463,0.285886403,0.362193362,-0.068209241,-0.075165022,0.006955781,0.015402087,0.13064419,0.011853219,0.100541842,0.498668777,1.128185109,1.368755807,2.763780664,0.026044421,0.045993328,0.046813753,-0.001419446,8,0.009642369,0.001367202,0.033963167,-0.091922006,0.539932799,0.088481075,0.035110533,0.023654255,0.009390369,0.069730077,0.295052219,0.248323819,0.13007984,-0.160746553,2.654428365,3.860434373,-0.325288622,0.234439088,0.402101173,0.558628319,0.218824207,1.466586394,0.102491305,0.231244233,0.006067617,2.424956971,0.054478276,0.579246221,3.116473601,0.615402605,6,-4.921603889,5.069565478,16080.64299,-2.204029961,1.739406474,0.006238802,0.309451944,0.127611313,0.056052336,0.041819611,0.420678052,0.036482339,0.031716134,0.017395553,0.036767872,0.031101139,0.008653848,0.14610119,0.068686533,0.256899808,18.19550552,1.00318255,0.316501485,0.206879222,0.409229223,0.82279184,0.03061968,-2.04031927,0.34582751,-2.33241815,0.03091069,-1.97944369,0.03044529,-1.84356227,0.02681571,0.03292181,0.03189179,-2.14076403,0.00219141,123092594.3,0.64441393,0.00370738,0.69106025,0.00342832,0.00346397,0.00015061,0.02095922,0.84756657,0.39530791,0.00758926,0.53319173,1.091895171,1.19105844,888,1.431155672,1.038128384,1.163113142,0.814517059
20000131,20000131,10147,11,1,0.01426344,2000,1,B,0.0041,-0.029271624,EMC,26864810,EMC CP MASS,0.16,0.15,0.01,0.17,109.25,112443.3775,0,0.025442017,-0.025123752,0.30545184,0.17250437,0.521590898,0.310176112,0.96911764,0.181617648,6.727272803,0.280882359,0.074029989,0.105169434,0.045938808,0.329497964,0.572307656,0.439872907,0.086512386,0.806962714,1.583233792,2.762489094,0.007895139,0.065762577,0.088875931,0.077115579,0.041986956,0.035128623,0.178192905,0.00294948,0.175243426,-0.01013937,0.01013937,0.021776729,0.21630498,0.226969633,0.573406857,0.385475412,0.37635961,0.244655782,0.395623805,0.002310657,0.010254571,-0.007943914,-0.013925051,-0.07595854,-0.003785681,-0.02065018,0.770733693,0.723271586,1.15341784,1.743069321,0.083458216,0.25555312,-0.107566129,0.409937888,8,0.279689211,0.106416811,,1.639509553,0.730712751,0.078460202,0.058837804,0.004936336,0.007203439,0.14822508,0.670956647,0.298197226,0.163934085,-0.268590593,2.616401395,1.972423037,0.165949293,0.493975448,0.762343249,0.529092918,0.512488775,1.334842041,0.197249417,0.371550361,-0.012896225,1.334551359,0.094750284,0.582345695,0.45633241,0.947296679,7,-6.222307544,27.44731658,10801.05782,-2.813684934,0.108571382,0.02889811,0.046859718,0.035112713,0.004576312,-0.007398835,0.047351201,0.008590528,0.009243052,0.005676324,0,-0.000480526,0.003951847,0.027367906,0.013559221,0.085692245,19.02784974,1.346809238,-0.163995902,-0.389219437,0.298814579,0.916586264,0.02041863,0.52419754,-0.48987314,2.34554984,0.02031887,0.56061821,0.02074263,0.39093767,0.04478713,0.06714286,0.02493481,-0.15118001,0.0038312,391483478,0.44486199,0.0053788,0.49397308,0.00223805,0.00141201,6.201e-05,0.02625633,0.99092971,1.77465305,0.01096803,0.53762967,1.586665828,1.380359601,180,1.459004247,1.57466496,0.593087621,0.924081362
